# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,
# Wed Jun 26 22:13:17 2024,,,,,,,,,,,,,
#,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,
#,,,,,,,,,,,,,
# CONSTRAINT:  where (koi_sma > 0),,,,,,,,,,,,,
#,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,
# COLUMN koi_ror:        Planet-Star Radius Ratio,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,
# COLUMN koi_sma:        Orbit Semi-Major Axis [au],,,,,,,,,,,,,
# COLUMN koi_incl:       Inclination [deg],,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,
# COLUMN koi_dor:        Planet-Star Distance over Star Radius,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,
# COLUMN koi_smass:      Stellar Mass [Solar mass],,,,,,,,,,,,,
#,,,,,,,,,,,,,
kepid,koi_disposition,koi_period,koi_duration,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_srad,koi_smass
7284688,FALSE POSITIVE,0.323021692,2.3442,0.43711,46.4,0.0087,45.26,2545,9913.7,1.579,5458,0.972,0.828
8416523,CONFIRMED,0.341842017,1.1554,0.021058,1.72,0.0089,40.98,2023,3991.16,1.268,5016,0.747,0.817
10527135,FALSE POSITIVE,0.328686504,0.8592,0.012036,1.11,0.009,85.47,2324,6891.11,2.944,5430,0.847,0.896
9644411,FALSE POSITIVE,0.379412331,1.561,0.021795,1.59,0.009,82.85,1643,1724.34,1.95,4331,0.666,0.675
6423922,CANDIDATE,0.9951412,5.588,0.018188,0.22,0.0091,16.81,509,15.69,1.042,3325,0.109,0.101
11193447,FALSE POSITIVE,0.312941621,2.0646,0.447207,58.02,0.0092,42.97,3151,23300.36,1.615,6286,1.188,1.051
9149789,CANDIDATE,0.352515897,1.0525,0.01191,1,0.0092,84.23,2194,5534.14,2.58,5465,0.766,0.857
5513833,FALSE POSITIVE,0.755101141,3.371,0.008231,0.19,0.0092,71.5,680,50.92,1.648,3256,0.207,0.184
7031430,FALSE POSITIVE,0.566796775,5.471,0.015523,0.61,0.0096,14.79,931,176.94,1.008,3453,0.358,0.364
5024138,FALSE POSITIVE,0.416995408,0.8928,0.009886,0.84,0.0097,88.6,2433,8299.79,3.64,6150,0.781,0.701
5951140,CANDIDATE,0.52740121,4.807,0.033391,1.49,0.0097,64.17,1027,263.23,0.981,3582,0.41,0.431
7671594,FALSE POSITIVE,0.705174384,1.11196,13.434557,366.76,0.0097,60.73,751,75.23,27.82,3354,0.25,0.245
3233043,FALSE POSITIVE,0.379463865,0.86896,0.305894,59.56,0.0099,46.6,3000,19256.81,1.814,5075,1.783,0.905
4355503,FALSE POSITIVE,0.570828503,0.915,0.012689,0.54,0.01,81.1,986,222.55,3.93,3585,0.388,0.406
7938883,FALSE POSITIVE,0.489682339,1.7495,0.647409,37.47,0.01,82.86,1251,580.4,3.548523,3898,0.53,0.556
3114661,FALSE POSITIVE,0.444291966,2.0792,0.396105,27.51,0.0101,39.97,1836,2706.26,1.641,5255,0.636,0.709
3557341,FALSE POSITIVE,0.393727296,3.02,0.261231,23.05,0.0101,15.47,2216,5746.51,1.274,5628,0.808,0.903
7051984,CANDIDATE,0.339069751,1.1516,0.008785,2.09,0.0102,37.61,3653,41863.05,1.209,5653,2.183,1.216
9153554,FALSE POSITIVE,0.373684977,0.9621,0.022703,2.25,0.0102,62.79,2490,9009,1.881,5970,0.908,0.996
9027841,FALSE POSITIVE,0.503999678,0.5421,0.047859,2.97,0.0103,72.01,1605,1566.41,3.11,4898,0.568,0.57
5709889,FALSE POSITIVE,0.526887517,0.8971,0.01021,0.58,0.0103,86.17,1238,550.37,4.38,3945,0.519,0.515
6666233,FALSE POSITIVE,0.512407185,1.0579,0.016697,1.03,0.0104,85.27,1255,583.45,3.65,3862,0.563,0.566
3098605,CANDIDATE,0.428046051,0.776,0.010262,0.87,0.0104,89.45,2017,3877.26,4.29,5285,0.775,0.805
7199756,FALSE POSITIVE,0.566781152,3.995,0.010672,0.54,0.0104,69.61,1090,337.1,1.226,3725,0.46,0.473
6028860,FALSE POSITIVE,0.422015793,1.23416,0.078833,6.69,0.0104,43.5,2136,4962.18,1.4018,5614,0.777,0.858
4381282,FALSE POSITIVE,0.497581917,1.46,0.011001,0.76,0.0105,82.68,1801,2487.04,2.57,5271,0.63,0.624
9474485,FALSE POSITIVE,0.512581525,2.54719,0.642973,42.41,0.0105,78.92,1541,1339.86,2.6306,4612,0.604,0.591
10485179,FALSE POSITIVE,0.445275074,2.276,0.015329,1.21,0.0106,63.33,1950,3419.7,1.424,5346,0.725,0.81
5642620,FALSE POSITIVE,0.493393859,1.1319,0.02086,1.4,0.0106,50.52,1505,1203.14,1.511,4474,0.614,0.645
8949316,FALSE POSITIVE,0.604358764,1.0423,0.499189,23.28,0.0106,73.47,997,235.63,4.21,3569,0.427,0.439
6674908,FALSE POSITIVE,0.503199724,1.117,0.015451,1.06,0.0106,80.97,1363,819.89,3.14,4013,0.63,0.63
11918482,FALSE POSITIVE,0.94754848,1.7347,10.292369,224.79,0.0106,29.22,622,35.37,12.83,3246,0.2,0.178
3557493,FALSE POSITIVE,0.393726813,2.95,0.214695,24.17,0.0108,13.75,2705,12661.53,1.226,6277,1.031,1.085
6187341,FALSE POSITIVE,0.492291661,0.894,0.043614,3.42,0.0108,61.56,1788,2415.37,2.01,4971,0.718,0.693
3330684,FALSE POSITIVE,1.26132769,1.244,0.009772,0.14,0.0108,87.8,447,9.46,7.52,2900,0.132,0.107
6185496,FALSE POSITIVE,0.47462889,1.0194,0.016665,1.43,0.0109,83.67,1840,2691.55,3.423,4904,0.786,0.758
5440651,FALSE POSITIVE,0.502807253,1.01493,0.343343,26.81,0.0109,56.15,1825,2623.68,2.26,5109,0.715,0.684
8245108,FALSE POSITIVE,0.579108481,1.659,0.007737,0.42,0.0109,80.36,1377,849.52,2.532,4604,0.501,0.514
7031948,FALSE POSITIVE,0.566800113,3.315,0.01014,0.58,0.0109,52.36,1180,455.05,1.23,3844,0.526,0.531
5696918,FALSE POSITIVE,0.643007769,0.69,0.007706,0.35,0.011,89.9,1070,311.13,7.2,3925,0.421,0.432
6058875,FALSE POSITIVE,0.56493412,2.57621,0.57282,33.4,0.011,74.63,1458,1071.88,2.6069,4748,0.534,0.556
7281454,FALSE POSITIVE,0.566805887,5.2317,0.001289,0.08,0.0111,42.38,1554,1368.32,1.031211,5000,0.549,0.561
10649230,FALSE POSITIVE,0.447820618,0.4199,0.008071,1.42,0.0111,87.68,3141,23149.06,7.82,5927,1.607,0.914
7204073,FALSE POSITIVE,0.566801906,1.626,0.008589,0.55,0.0111,86.74,1344,774.11,2.722,4208,0.583,0.57
7281399,FALSE POSITIVE,0.566803996,3.399,0.010722,0.64,0.0111,85.05,1350,786.1,1.425,4373,0.544,0.569
2720309,FALSE POSITIVE,0.413334492,2.3808,0.284068,31.52,0.0112,23.49,2509,9374.09,1.341,5973,1.016,1.099
7008149,FALSE POSITIVE,0.515552803,1.7869,0.175099,13.96,0.0112,33.54,1807,2508.21,1.354,5068,0.73,0.698
3834322,FALSE POSITIVE,0.498434645,0.955,0.014007,1.08,0.0112,85.79,1676,1873.28,3.928,4784,0.708,0.766
3247503,FALSE POSITIVE,0.447861451,0.8541,0.015358,1.42,0.0112,83.47,2263,6221.08,3.75,5901,0.848,0.938
6525946,CANDIDATE,0.496069986,1.5568,0.010444,10,0.0112,83.7,6285,369989.68,2.454,5096,8.769,0.763
10614845,FALSE POSITIVE,0.573762943,2.196,0.00631,0.39,0.0112,86.42,1538,1331.17,2.08,4891,0.571,0.572
8561063,CONFIRMED,1.213770423,0.5532,0.048039,0.78,0.0113,85.57,525,18.03,10.76,3292,0.148,0.132
9597729,FALSE POSITIVE,0.438153876,1.3885,0.138008,14,0.0113,21.15,2407,8008.07,1.206,6032,0.929,1.014
2449101,FALSE POSITIVE,0.739761008,7.589,0.253101,9.67,0.0113,9.74,839,117.05,1.254,3417,0.35,0.354
6592335,CONFIRMED,0.824000125,0.855,0.013728,0.42,0.0113,80.79,746,73.09,4.93,3396,0.28,0.28
3848919,FALSE POSITIVE,0.52363021,3.45121,0.642432,52.26,0.0113,74.92,1940,3324.98,2.1104,5407,0.745,0.694
8235924,CONFIRMED,0.588001053,1.1451,0.015848,0.99,0.0114,83.78,1188,473.45,3.72,3814,0.57,0.576
6183511,CONFIRMED,0.727331746,0.8323,0.017336,0.67,0.0115,88.7,849,122.92,6.74,3460,0.356,0.385
4367854,FALSE POSITIVE,0.535224793,3.3402,0.013487,1.09,0.0115,89.31,1783,2385.75,1.3901,5044,0.738,0.708
7281411,FALSE POSITIVE,0.566804221,4.639,0.012113,0.85,0.0115,61.27,1737,2149.42,1.115,5277,0.64,0.628
6750902,FALSE POSITIVE,0.469334634,0.8864,0.021817,2.4,0.0115,58.25,2432,8264.27,1.806,5888,1.008,0.918
9328852,FALSE POSITIVE,0.64585177,1.97644,1.010664,51.1,0.0115,75.01,1234,543.24,4.4,4399,0.463,0.48
7032117,FALSE POSITIVE,0.566809491,3.156,0.007736,0.55,0.0115,69.94,1656,1790.3,1.413,4987,0.654,0.637
10975146,CONFIRMED,0.63133171,1.1487,0.020758,1.2,0.0116,76.59,1322,726.72,3.13,4441,0.53,0.526
5636648,FALSE POSITIVE,0.466743525,1.3956,0.218533,20.43,0.0116,31.79,2197,5480.92,1.395,5791,0.856,0.946
5956787,FALSE POSITIVE,0.569115976,2.028,0.025083,1.8,0.0116,88.28,1589,1504.24,2.275,4788,0.656,0.639
11972872,FALSE POSITIVE,0.531106622,3.0293,0.090648,7.54,0.0116,40.97,1781,2371.49,1.2442,4978,0.762,0.732
9084778,CANDIDATE,0.592243731,1.386,0.104857,6.77,0.0116,59.16,1551,1361.22,1.9239,4920,0.591,0.588
6461850,FALSE POSITIVE,0.544962596,1.085,0.01474,1.03,0.0116,82.56,1719,2074.18,3.543,5257,0.639,0.713
10264202,FALSE POSITIVE,0.517573708,2.23102,0.484349,37.02,0.0116,63.13,1863,2827.01,2.259,5427,0.7,0.776
4484356,FALSE POSITIVE,0.572079631,2.27811,0.422048,29.45,0.0116,71.51,1716,2036.56,2.5,5233,0.639,0.627
5024372,FALSE POSITIVE,0.561524348,3.336,0.005486,0.43,0.0116,72.19,2050,4173.47,1.369,5919,0.715,0.66
9813678,FALSE POSITIVE,0.505079006,1.36737,0.42937,86.41,0.0116,62.83,2997,19181.12,2.593,5398,1.843,0.821
3542222,FALSE POSITIVE,0.504426087,1.6276,0.34519,33.96,0.0117,24.92,2339,7077.76,1.457,6043,0.901,0.837
8240861,FALSE POSITIVE,0.449249224,4.7565,0.675588,95.83,0.0117,73.13,2941,17801.78,1.7021,6338,1.299,1.065
6044553,FALSE POSITIVE,0.532086296,4.023,0.222839,16.99,0.0118,13.57,1790,2417.28,1.233,5271,0.698,0.773
9402583,FALSE POSITIVE,0.536544193,2.918,0.01136,0.9,0.0118,79.86,1745,2199.75,1.517,5041,0.728,0.766
5389632,FALSE POSITIVE,0.474811162,1.169,0.013399,1.28,0.0118,81.32,2206,5603.32,2.92,5799,0.878,0.975
8110757,CANDIDATE,0.518060209,1.8062,0.317784,61.49,0.0118,34.34,2921,17224.79,1.528,5405,1.772,0.816
8112324,FALSE POSITIVE,0.575925434,2.4676,0.512661,38.24,0.0118,68.35,1834,2666.7,2.4521,5461,0.683,0.656
5802246,FALSE POSITIVE,0.525154153,2.1441,0.255581,23.61,0.0119,23.56,2073,4391.51,1.337,5582,0.846,0.819
4037164,FALSE POSITIVE,0.635445336,1.8592,0.316337,19,0.0119,40.74,1177,451.42,1.654,3920,0.55,0.554
6047498,FALSE POSITIVE,0.51872711,1.252,0.229228,19.07,0.0119,36.23,1965,3537.27,1.486,5572,0.762,0.853
9642018,CANDIDATE,0.505111993,0.4053,0.018445,1.58,0.0119,81.27,1886,2970.58,5.54,5262,0.783,0.875
7448023,FALSE POSITIVE,0.566816802,1.981,0.008803,0.68,0.0119,78.74,1585,1483.43,2.123,4665,0.704,0.695
8767034,FALSE POSITIVE,0.58640848,2.616,0.007074,0.48,0.0119,78.38,1444,1029.91,1.747,4556,0.615,0.669
8977176,FALSE POSITIVE,0.50948306,3.14,0.008052,1.22,0.0119,23.49,3024,19778.63,0.386,6344,1.39,0.869
12453855,FALSE POSITIVE,0.559643825,0.677,0.321973,27.21,0.0119,62.83,1860,2854.44,2.77,5240,0.774,0.724
10485069,FALSE POSITIVE,0.445277068,3.539,0.307625,35.74,0.012,8.59,2562,10177.11,1.312,6167,1.064,1.149
4551328,FALSE POSITIVE,0.52205862,2.0847,0.283326,27.16,0.012,28.22,2022,3951.57,1.407,5359,0.878,0.847
3954227,FALSE POSITIVE,0.594276199,2.0188,3.665677,266.99,0.012,53.29,1564,1414.7,6.77,4756,0.667,0.65
12115188,FALSE POSITIVE,0.495434094,1.2496,0.015358,1.57,0.012,89.83,2151,5088.43,3.132,5529,0.936,0.945
4069063,FALSE POSITIVE,0.504296702,1.4145,0.388885,50.41,0.012,47.56,2694,12445.73,1.9097,6140,1.187,0.899
11560431,FALSE POSITIVE,0.527673075,1.3693,0.004605,0.42,0.012,87.43,1970,3535.35,2.991171,5367,0.828,0.817
7281616,FALSE POSITIVE,0.566799927,4.71,0.010897,0.77,0.012,80.47,1649,1738.27,1.137,5092,0.645,0.712
2558363,FALSE POSITIVE,0.54624855,2.0543,0.242745,18.93,0.0121,24.42,1837,2677.36,1.334,5414,0.714,0.792
8487805,FALSE POSITIVE,0.530959357,2.417,0.008401,0.69,0.0121,78.33,1852,2764.64,1.722,5325,0.75,0.84
5340878,CONFIRMED,0.539915033,1.1466,0.008937,0.82,0.0121,85.27,1871,2901.68,3.532,5102,0.837,0.811
6442602,FALSE POSITIVE,0.56678228,4.725,0.010717,0.88,0.0121,82.26,1661,1814.33,1.1364,4796,0.749,0.742
4479633,FALSE POSITIVE,0.475068516,0.8552,0.009881,1.03,0.0121,84.04,2372,7444.39,3.97,6045,0.955,1.038
6058896,FALSE POSITIVE,0.56493398,2.4385,0.311105,30.51,0.0121,28.32,2206,5609.14,1.431,5808,0.898,0.743
8231299,FALSE POSITIVE,0.562273947,3.1572,0.007913,0.73,0.0121,59.73,2083,4412.19,1.313,5632,0.847,0.736
7032383,FALSE POSITIVE,0.566797404,4.109,0.007529,0.64,0.0121,84.47,1890,2993.84,1.237,5313,0.784,0.727
3448323,FALSE POSITIVE,0.513482156,2.732,0.008629,0.83,0.0121,89.85,2072,4335.56,1.572,5495,0.882,0.887
7335514,CANDIDATE,0.576732089,1.856,0.005496,0.43,0.0121,76.19,1537,1316.33,2.17,4524,0.717,0.707
12356746,FALSE POSITIVE,0.502454299,2.31547,0.44673,43.95,0.0121,52.05,2336,7025.25,1.9025,6134,0.901,0.932
5876368,FALSE POSITIVE,0.525426427,1.0801,0.016596,1.45,0.0122,88.3,2069,4349.62,3.802,5791,0.802,0.889
8971432,FALSE POSITIVE,0.6243875,1.92102,0.436347,29.45,0.0122,61.97,1639,1693.36,2.4615,5211,0.618,0.612
9761199,FALSE POSITIVE,0.692015479,1.1315,0.355752,19.31,0.0122,60.86,1057,294.34,2.6,3752,0.497,0.503
9474493,FALSE POSITIVE,0.512581697,1.5789,0.01472,1.32,0.0122,83.5,2009,3827.79,2.5,5547,0.82,0.918
5725087,FALSE POSITIVE,0.366197145,1.2335,0.014924,51.34,0.0122,81.97,9983,2335438.28,2.28,4448,31.5,1.789
9366886,FALSE POSITIVE,0.633514386,1.2792,0.01202,0.81,0.0122,86.49,1357,807.27,3.779,4330,0.618,0.61
3112129,CANDIDATE,0.487656278,1.0129,0.009643,0.99,0.0122,89.43,2299,6647.8,3.757,5957,0.937,1.026
12255382,FALSE POSITIVE,0.499664962,1.6123,0.005351,0.5,0.0122,83.22,2056,4230.98,2.372,5570,0.855,0.971
12265786,CANDIDATE,0.597018404,0.4778,0.015774,1.09,0.0122,87.12,1578,1473.77,8.77,4985,0.63,0.688
7282154,FALSE POSITIVE,0.56678694,1.959,0.007096,0.63,0.0122,84.58,1920,3194.49,2.26,5341,0.808,0.747
8444552,FALSE POSITIVE,0.589049151,2.25397,0.469243,39.51,0.0122,61.81,1959,3495.15,2.3163,5592,0.771,0.703
10613718,FALSE POSITIVE,0.587938916,1.40211,0.370942,29.98,0.0122,54.81,1800,2476.75,2.181,5237,0.74,0.698
5018787,FALSE POSITIVE,0.607191908,1.30166,0.169749,12.44,0.0122,70.72,1759,2251.28,2.7778,5370,0.671,0.649
5816165,FALSE POSITIVE,0.591914504,1.0225,0.380366,27.21,0.0123,46.21,1646,1746.78,1.942,5122,0.655,0.713
9532637,FALSE POSITIVE,0.61496383,1.93053,0.618606,44.79,0.0123,82.51,1460,1074.84,3.8819,4509,0.663,0.656
9837083,FALSE POSITIVE,0.623393802,1.40392,0.404339,28.21,0.0123,68.18,1379,849.08,3.058,4330,0.639,0.632
12023089,FALSE POSITIVE,0.623441636,1.46001,0.408688,29.19,0.0123,63.03,1711,2025.22,2.667,5319,0.654,0.638
8189801,CANDIDATE,0.66682654,0.7847,0.024547,1.49,0.0123,76.88,1183,461.55,3.77,3993,0.554,0.556
7282168,FALSE POSITIVE,0.56681727,1.779,0.005444,0.42,0.0123,89.04,1832,2676.11,2.52,5481,0.708,0.806
5773121,CONFIRMED,0.524175803,0.7648,0.014228,1.27,0.0123,86.42,1891,3049.23,5.08,5278,0.815,0.911
6953219,FALSE POSITIVE,0.566802325,1.842,0.015554,1.4,0.0123,80.21,1889,3012,2.309,5233,0.824,0.764
5300878,FALSE POSITIVE,0.639721284,2.69771,0.682637,46.59,0.0123,82.61,1505,1220.53,3.1409,4794,0.625,0.612
5128966,FALSE POSITIVE,0.505322676,5.2727,0.461721,46.59,0.0123,45.47,2275,6291.87,1.477361,5941,0.924,0.962
5436161,CANDIDATE,0.644322147,0.893,0.365023,24.39,0.0124,53.29,1592,1516.94,2.206,5136,0.612,0.608
9541089,FALSE POSITIVE,0.536650896,4.702,0.191796,18.45,0.0124,10.48,2163,5179.76,1.195,5819,0.881,0.884
12069414,FALSE POSITIVE,0.589458602,0.8278,0.011524,0.98,0.0124,89.11,1848,2736.51,5.514,5286,0.776,0.722
5559651,FALSE POSITIVE,0.514771509,1.256,0.006045,0.57,0.0124,85.94,2113,4749.21,3.134,5730,0.87,0.968
7800285,FALSE POSITIVE,0.533000886,1.54684,0.352317,40.94,0.0124,44.35,2429,8170.3,1.778,5934,1.064,0.885
7281217,FALSE POSITIVE,0.566810701,6.19,0.018177,1.49,0.0124,13.58,1921,3220.92,1.0102,5593,0.752,0.791
7116282,FALSE POSITIVE,0.566798676,2.777,0.007001,0.68,0.0124,89.66,2051,4160.07,1.6832,5490,0.887,0.783
10785538,FALSE POSITIVE,0.522457732,0.8907,0.014601,1.52,0.0125,55.24,2308,6715.55,1.695,5991,0.954,0.956
6934291,CONFIRMED,0.567856484,1.0258,0.016679,1.55,0.0125,85.49,1848,2760.23,4.126,5073,0.853,0.806
11774387,FALSE POSITIVE,0.520222869,1.2216,0.015613,1.52,0.0125,78.64,2145,5038.49,2.852,5776,0.889,0.97
10024051,CONFIRMED,0.577369336,1.0852,0.01816,1.42,0.0125,89.56,1757,2239.26,4.179,5255,0.716,0.776
6531496,FALSE POSITIVE,0.512869432,4.015,0.318442,31.12,0.0125,19.26,2185,5384.53,1.338,5853,0.895,0.99
9456281,CANDIDATE,0.701944362,0.641,0.013524,0.8,0.0125,89.52,1227,535.78,8.48,4236,0.539,0.528
5480884,FALSE POSITIVE,0.708726708,0.753,0.016379,0.92,0.0125,87.73,1302,684.35,7.05,4607,0.515,0.522
6527016,FALSE POSITIVE,0.542636318,1.2536,0.0078,1.39,0.0125,89.05,2659,11844.28,3.38,5277,1.633,0.888
7431709,FALSE POSITIVE,0.572513875,2.353,0.006287,0.52,0.0125,88.85,1779,2365.45,1.963,5171,0.76,0.793
8608490,FALSE POSITIVE,0.541405029,2.7481,0.645629,125.64,0.0125,75.38,2679,12266.51,2.54,5096,1.782,0.898
11560447,FALSE POSITIVE,0.527678272,2.33166,0.46755,75.31,0.0125,81.54,2551,9989.53,2.6188,5321,1.475,0.931
12403968,FALSE POSITIVE,0.589753355,0.606,0.013925,1.03,0.0125,87.47,1760,2262.14,7.18,5414,0.678,0.759
4055304,CONFIRMED,0.571038347,1.1267,0.017056,1.65,0.0126,66.6,1897,3069.59,2.21,5132,0.886,0.82
8443265,FALSE POSITIVE,0.614701901,0.947,0.010403,0.82,0.0126,87.09,1656,1779.79,4.91,4954,0.724,0.699
7032001,FALSE POSITIVE,0.566810643,3.471,0.00626,0.52,0.0126,76.68,1976,3605.07,1.367,5776,0.758,0.832
8110758,FALSE POSITIVE,0.518071538,1.7865,0.318862,42.1,0.0126,34.22,2536,9823.05,1.529,5876,1.209,0.999
11560382,FALSE POSITIVE,0.527679032,1.395,0.008448,0.79,0.0126,84.3,2115,4714.94,2.866,5799,0.86,0.955
9655424,FALSE POSITIVE,0.51811818,0.3969,0.010742,1.09,0.0126,89.88,2360,7376.27,10.1,6240,0.929,1
7362534,FALSE POSITIVE,0.566789763,4.008,0.004848,0.4,0.0126,56.72,1984,3662.84,1.162,5799,0.758,0.836
10554967,FALSE POSITIVE,0.53633519,1.0547,0.019776,1.81,0.0127,82.08,1974,3603.58,3.55,5508,0.84,0.955
3003019,FALSE POSITIVE,0.502622858,3.085,0.011782,1.41,0.0127,55.94,2478,8838.66,1.237,6029,1.098,1.065
3867794,CANDIDATE,0.494247662,1.2443,0.013828,1.51,0.0127,82.87,2257,6096.15,2.94,5763,0.998,1.107
9967771,CONFIRMED,0.53835407,1.5045,0.012638,1.67,0.0127,82.87,2386,7609.22,2.693,5539,1.207,0.932
7115550,FALSE POSITIVE,0.566814046,4.049,0.006227,0.56,0.0127,56.95,2039,4073.9,1.16,5724,0.827,0.845
7031066,FALSE POSITIVE,0.566805514,4.367,0.008194,0.82,0.0127,88.7,1920,3193.9,1.192,5115,0.917,0.842
7031340,FALSE POSITIVE,0.566769068,3.011,0.006355,1.06,0.0127,52.49,2661,11897.94,1.269,5496,1.533,0.853
7031732,FALSE POSITIVE,0.566798827,3.662,0.005381,0.52,0.0127,79.13,2045,4154.8,1.325,5548,0.889,0.856
10556578,FALSE POSITIVE,0.626431697,2.0171,0.432421,34.05,0.0127,61.43,1709,2003.98,2.39,5134,0.721,0.688
11904704,CANDIDATE,0.565713361,0.954,0.008445,0.81,0.0127,87.06,1917,3197.67,4.49,5220,0.881,0.855
8285970,FALSE POSITIVE,0.562498925,0.6743,0.02826,2.88,0.0127,65.76,2129,4880.5,2.37,5638,0.933,0.868
7031126,FALSE POSITIVE,0.566802672,3.545,0.005053,1.08,0.0127,84.63,2791,14458.31,1.371,5102,1.961,0.86
11774383,FALSE POSITIVE,0.520227316,1.7939,0.461655,50.41,0.0127,65.67,2264,6193.15,2.55,5780,1,1
12459808,FALSE POSITIVE,0.502446098,1.803,0.003259,0.43,0.0127,69.62,2705,12572.01,1.827,6306,1.197,1.064
9787239,CONFIRMED,0.742957911,0.6688,0.027073,1.47,0.0128,88.93,1026,262.51,8.63,3731,0.498,0.509
9472074,CONFIRMED,0.558841234,0.7918,0.015407,1.33,0.0128,86.65,1787,2412.15,5.26,5151,0.792,0.903
6690836,CONFIRMED,0.568874717,1.2177,0.017496,1.49,0.0128,89.23,1796,2473.19,3.675,5223,0.78,0.889
9301506,FALSE POSITIVE,0.605223042,0.8986,0.013804,1.14,0.0128,88.8,1728,2099.47,5.22,5089,0.757,0.757
7117485,FALSE POSITIVE,0.566789505,5.835,0.039354,3.37,0.0128,7.89,2038,4051.92,1.04,5894,0.784,0.863
10290447,FALSE POSITIVE,0.691561191,5.23,0.092307,5.91,0.0128,24.64,1460,1074.31,1.123,4892,0.586,0.583
8552540,FALSE POSITIVE,0.530967171,3.8102,0.852795,92.29,0.0128,67.68,2312,6728.14,2.212,5951,0.991,0.983
